channel code,order no,extern order no,flipkart extern order no,unique external order no,order date & time,date,order type,order level status,line status,sr status,forward status,report status,cancellation type,reason for cancellation,bill city,bill pin code,bill email,bill phone,bill state,ship city,ship pincode,ship email,ship phone,ship state,sku,ean,order amount,line amount,mrp,discount amount,order qty,voucher code,voucher amount,shipping charges,brand code,fullfilment location name,fullfilment location pincode,fullfilment location city,fullfilment location state,location type,extern location code,shipment id,extern transporter name,awb,razorpay status,razorpay order id,razorpay payment id,transporter remarks,transporter remarks2,transporter shipment id,internal invoice no,external invoice no,invoice date,pack time & date,ship by date,shipped  complete time & date,line level tax value,order level tax value,tagloop,on hold,bag id,marketplace name,marketplace type,line cancellation reason,line cancelled by,sr pickup timestamp,sr customer delivered timestamp,sr pickup ageing in days,sr delivered ageing in days,exchange original bagid,replacement order,customer order tag,payment gateway name,pg amount (bagid),ca+brand point redemption (bag id),egc redemption (bag id),is exchange,original bagid,original order no,payu payment id,order channel,delivered_date,marketplace/web,order-sku_combo,fulfillment_id,order_dt,order_dt_date,order_dt_time,pack_dt,pack_dt_date,pack_dt_time,ship_dt,ship_dt_date,ship_dt_time,del_dt,del_dt_date,del_dt_time,sr_order picked up date,sr_order deliver date,sr_pickupdt,sr_pickupdt_date,sr_pickupdt_time,sr_deliverdt,sr_deliverdt_date,sr_deliverdt_time,o2p,p2s,s2d,o2d,o2p_D,p2s_D,s2d_D,o2d_D,o2p_Abs,p2s_Abs,s2d_Abs,o2d_Abs,o2p_H,p2s_H,s2d_H,o2d_H,lane,sr_zone,sr_charged weight,sr_edd,sr_weight (kg),sr_awb code,sr_awb assigned date,sr_order tags,sr_master courier
ZP,ZP50000632,ZPI00500632,,ZPI00500632,03-11-2026 09:33,03-11-2026,Prepaid,Delivered,cancelled,delivered,delivered,Pickup pending,Customer Request,Changed mind,Surat,395001,user37962@example.com,9103579074,Gujarat,Surat,395001,user37962@example.com,9103579074,Gujarat,SKU2892806,6.19E+12,299,299,999,700,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH92,LFW919114609,XpressBees,7951306676,,,pay_ZPLSLFQWKXTW,,,TSID919114609,ZPLFW9439172587,9.84E+14,03-11-2026 09:33,03-11-2026 13:32,3/13/2026 16:13,03-11-2026 16:11,14.95,14.95,,NO,ZPI00500632-953567115-1,Custom,Custom,,,,,,,NO,,,,App,3/14/2026,Website,ZPI00500632953567115,ZPI00500632953567115,03-11-2026 09:33,03-11-2026,09:33:33,03-11-2026 13:32,Marketplace,13:32:39,03-11-2026 16:11,03-11-2026,16:11:40,3/14/2026 13:54,3/14/2026,13:54:36,03-11-2026,3/14/2026,03-11-2026 16:11,03-11-2026,16:11:40,3/14/2026 13:54,3/14/2026,13:54:36,3.985,2.65,69.715,76.351,D0,D0,D2,D3,3.985,2.65,69.715,76.351,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Surat,z_b,2.3,3/15/2026,2,7951306676,03-11-2026 13:27,WMS,XpressBees,,,,,,,
ZP,ZP50000633,ZPI00500633,,ZPI00500633,1/22/2026 13:38,1/22/2026,COD,Shipped,processing,pending,pickup pending,Pickup pending,Customer Request,Changed mind,Jaipur,302001,user59766@example.com,8334882147,Rajasthan,Jaipur,302001,user59766@example.com,8334882147,Rajasthan,SKU9969806,6.91E+12,1999,1999,2499,500,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH89,LFW749876005,BlueDart,3519557023,,,pay_ZPVOMAPKCZFC,,,TSID749876005,ZPLFW5738967614,9.04E+14,1/22/2026 13:38,1/22/2026 14:43,1/24/2026 12:09,1/22/2026 16:00,99.95,99.95,,NO,ZPI00500633-177851773-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,1/24/2026,Website,ZPI00500633177851773,ZPI00500633177851773,1/22/2026 13:38,1/22/2026,13:38:23,1/22/2026 14:43,Web,14:43:33,1/22/2026 16:00,1/22/2026,16:00:42,1/24/2026 8:41,1/24/2026,08:41:00,1/22/2026,1/24/2026,1/22/2026 16:00,1/22/2026,16:00:42,1/24/2026 8:41,1/24/2026,08:41:00,1.086,1.286,40.672,43.044,D0,D0,D1,D1,1.086,1.286,40.672,43.044,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Jaipur,z_b,0.9,1/24/2026,0.7,3519557023,1/22/2026 14:38,WMS,BlueDart,,,,,,,
AX,AX50000634,AXI00500634,,AXI00500634,03-09-2026 00:32,03-09-2026,COD,Partially Shipped,cancelled,delivered,delivered,Pickup pending,Out of Stock,Duplicate order,Delhi,110001,user52959@example.com,7696250809,Delhi,Delhi,110001,user52959@example.com,7696250809,Delhi,SKU9417285,6.67E+12,2199,2199,2499,300,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH31,LFW920107822,XpressBees,8614472242,,,pay_AXBCVPZKYFFP,,,TSID920107822,AXLFW7832046198,9.08E+14,03-09-2026 00:32,03-09-2026 03:53,03-10-2026 14:37,03-09-2026 06:31,109.95,109.95,,NO,AXI00500634-096539724-1,Custom,Custom,,,,,,,NO,,,,Web,03-10-2026,Website,AXI00500634096539724,AXI00500634096539724,03-09-2026 00:32,03-09-2026,00:32:12,03-09-2026 03:53,Marketplace,03:53:31,03-09-2026 06:31,03-09-2026,06:31:42,03-10-2026 15:14,03-10-2026,15:14:32,03-09-2026,03-10-2026,03-09-2026 06:31,03-09-2026,06:31:42,03-10-2026 15:14,03-10-2026,15:14:32,3.355,2.637,32.714,38.706,D0,D0,D1,D1,3.355,2.637,32.714,38.706,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Delhi,z_b,1,3/13/2026,0.7,8614472242,03-09-2026 03:48,WMS,XpressBees,,,,,,,
VS,VS50000635,VSI00500635,,VSI00500635,2/20/2026 11:24,2/20/2026,COD,Shipped,processing,pickup scheduled,pickup pending,Pickup pending,,,Surat,395001,user78888@example.com,9130416629,Gujarat,Surat,395001,user78888@example.com,9130416629,Gujarat,SKU3385873,6.90E+12,1799,1799,2499,700,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,STORE,MBWH41,LFW467744403,BlueDart,4262492117,,,pay_VSXFAIBQLEAM,,,TSID467744403,VSLFW5848600725,9.27E+14,2/20/2026 11:24,2/20/2026 14:27,2/22/2026 17:00,2/20/2026 16:24,89.95,89.95,,NO,VSI00500635-906810123-1,Shopify,Custom,,,,,,,NO,,,,Web,2/23/2026,Website,VSI00500635906810123,VSI00500635906810123,2/20/2026 11:24,2/20/2026,11:24:57,2/20/2026 14:27,Marketplace,14:27:07,2/20/2026 16:24,2/20/2026,16:24:50,2/23/2026 12:32,2/23/2026,12:32:53,2/20/2026,2/23/2026,2/20/2026 16:24,2/20/2026,16:24:50,2/23/2026 12:32,2/23/2026,12:32:53,3.036,1.962,68.134,73.132,D0,D0,D2,D3,3.036,1.962,68.134,73.132,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Surat,z_b,1.8,2/24/2026,1.8,4262492117,2/20/2026 14:22,WMS,BlueDart,,,,,,,
VS,VS50000636,VSI00500636,,VSI00500636,1/19/2026 11:59,1/19/2026,Prepaid,Shipped,processing,pickup scheduled,cancelled,Pickup pending,Customer Request,Changed mind,Ahmedabad,380001,user50783@example.com,8533649062,Gujarat,Ahmedabad,380001,user50783@example.com,8533649062,Gujarat,SKU4164079,6.24E+12,4999,4999,4999,0,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,STORE,MBWH38,LFW641813767,Delhivery,1993886093,,,pay_VSHNPXXNPOZO,,,TSID641813767,VSLFW8796232838,9.44E+14,1/19/2026 11:59,1/19/2026 14:56,1/22/2026 6:51,1/19/2026 17:41,249.95,249.95,,NO,VSI00500636-053634941-1,Magento,Custom,,,,,,,NO,,,,Web,1/22/2026,Website,VSI00500636053634941,VSI00500636053634941,1/19/2026 11:59,1/19/2026,11:59:21,1/19/2026 14:56,Web,14:56:29,1/19/2026 17:41,1/19/2026,17:41:46,1/22/2026 17:29,1/22/2026,17:29:32,1/19/2026,1/22/2026,1/19/2026 17:41,1/19/2026,17:41:46,1/22/2026 17:29,1/22/2026,17:29:32,2.952,2.755,71.796,77.503,D0,D0,D2,D3,2.952,2.755,71.796,77.503,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Ahmedabad,z_b,1.3,1/23/2026,0.8,1993886093,1/19/2026 14:51,WMS,Delhivery,,,,,,,
AX,AX50000637,AXI00500637,,AXI00500637,02-12-2026 14:12,02-12-2026,Prepaid,Shipped,shipped complete,delivered,cancelled,Pickup pending,,,Chennai,600001,user30602@example.com,7461118110,Tamil Nadu,Chennai,600001,user30602@example.com,7461118110,Tamil Nadu,SKU6550299,6.95E+12,2799,2799,2999,200,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH53,LFW498856234,Delhivery,7761130248,,,pay_AXEZZNAMOJWD,,,TSID498856234,AXLFW1882287377,9.09E+14,02-12-2026 14:12,02-12-2026 15:22,2/13/2026 19:31,02-12-2026 16:30,139.95,139.95,,NO,AXI00500637-354216483-1,WooCommerce,Custom,,,,,,,NO,,,,Web,2/15/2026,Website,AXI00500637354216483,AXI00500637354216483,02-12-2026 14:12,02-12-2026,14:12:07,02-12-2026 15:22,Web,15:22:35,02-12-2026 16:30,02-12-2026,16:30:07,2/15/2026 14:15,2/15/2026,14:15:58,02-12-2026,2/15/2026,02-12-2026 16:30,02-12-2026,16:30:07,2/15/2026 14:15,2/15/2026,14:15:58,1.175,1.125,69.764,72.064,D0,D0,D2,D3,1.175,1.125,69.764,72.064,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Chennai,z_b,1.1,2/16/2026,0.8,7761130248,02-12-2026 15:17,WMS,Delhivery,,,,,,,
RK,RK50000638,RKI00500638,,RKI00500638,3/13/2026 22:38,3/13/2026,Prepaid,Cancelled,cancelled,in transit,in transit,Pickup pending,,,Chennai,600001,user66696@example.com,8079845990,Tamil Nadu,Chennai,600001,user66696@example.com,8079845990,Tamil Nadu,SKU8610341,6.06E+12,1299,1299,1999,700,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH87,LFW269310965,Delhivery,3863438734,,,pay_RKVXKTSCXWWS,,,TSID269310965,RKLFW9408619469,9.89E+14,3/13/2026 22:38,3/14/2026 1:50,3/16/2026 8:06,3/14/2026 2:58,64.95,64.95,,NO,RKI00500638-905087661-1,WooCommerce,Custom,,,,,,,NO,,,,App,3/14/2026,Website,RKI00500638905087661,RKI00500638905087661,3/13/2026 22:38,3/13/2026,22:38:01,3/14/2026 1:50,Web,01:50:16,3/14/2026 2:58,3/14/2026,02:58:31,3/14/2026 23:07,3/14/2026,23:07:26,3/14/2026,3/14/2026,3/14/2026 2:58,3/14/2026,02:58:31,3/14/2026 23:07,3/14/2026,23:07:26,3.204,1.137,20.149,24.49,D0,D0,D0,D1,3.204,1.137,20.149,24.49,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Navi Mumbai-Chennai,z_b,1.5,3/17/2026,1.4,3863438734,3/14/2026 1:45,WMS,Delhivery,,,,,,,
AX,AX50000639,AXI00500639,,AXI00500639,1/31/2026 18:58,1/31/2026,COD,Delivered,cancelled,in transit,pickup pending,Pickup pending,Customer Request,Changed mind,Bengaluru,560001,user73874@example.com,9522887202,Karnataka,Bengaluru,560001,user73874@example.com,9522887202,Karnataka,SKU3620785,6.97E+12,4499,4499,4999,500,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH74,LFW918290536,Ekart,7820074982,,,pay_AXWBUPHIWNBV,,,TSID918290536,AXLFW8247729205,9.01E+14,1/31/2026 18:58,1/31/2026 19:59,02-02-2026 03:07,1/31/2026 21:07,224.95,224.95,,NO,AXI00500639-274411692-1,Shopify,Custom,,,,,,,NO,,,,Web,02-03-2026,Website,AXI00500639274411692,AXI00500639274411692,1/31/2026 18:58,1/31/2026,18:58:02,1/31/2026 19:59,Web,19:59:06,1/31/2026 21:07,1/31/2026,21:07:46,02-03-2026 19:14,02-03-2026,19:14:30,1/31/2026,02-03-2026,1/31/2026 21:07,1/31/2026,21:07:46,02-03-2026 19:14,02-03-2026,19:14:30,1.018,1.145,70.112,72.274,D0,D0,D2,D3,1.018,1.145,70.112,72.274,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Bengaluru,z_b,0.7,02-01-2026,0.4,7820074982,1/31/2026 19:54,WMS,Ekart,,,,,,,
ZP,ZP50000640,ZPI00500640,,ZPI00500640,01-12-2026 08:51,01-12-2026,COD,Cancelled,cancelled,pickup scheduled,delivered,Pickup pending,Customer Request,Changed mind,Bengaluru,560001,user76946@example.com,7638192172,Karnataka,Bengaluru,560001,user76946@example.com,7638192172,Karnataka,SKU5841590,6.20E+12,4799,4799,4999,200,1,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH63,LFW485015754,XpressBees,5596630225,,,pay_ZPKDWNDCHGSK,,,TSID485015754,ZPLFW8484906501,9.16E+14,01-12-2026 08:51,01-12-2026 10:40,1/14/2026 8:16,01-12-2026 12:22,239.95,239.95,,NO,ZPI00500640-054936375-1,Magento,Custom,,,,,,,NO,,,,Web,1/15/2026,Website,ZPI00500640054936375,ZPI00500640054936375,01-12-2026 08:51,01-12-2026,08:51:46,01-12-2026 10:40,Web,10:40:02,01-12-2026 12:22,01-12-2026,12:22:15,1/15/2026 2:57,1/15/2026,02:57:10,01-12-2026,1/15/2026,01-12-2026 12:22,01-12-2026,12:22:15,1/15/2026 2:57,1/15/2026,02:57:10,1.805,1.704,62.582,66.09,D0,D0,D2,D2,1.805,1.704,62.582,66.09,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Bengaluru,z_b,0.9,1/13/2026,0.4,5596630225,01-12-2026 10:35,WMS,XpressBees,,,,,,,
AX,AX50000641,AXI00500641,,AXI00500641,3/19/2026 9:17,3/19/2026,COD,Cancelled,cancelled,in transit,cancelled,Pickup pending,Out of Stock,Duplicate order,Kolkata,700001,user78703@example.com,8558303274,West Bengal,Kolkata,700001,user78703@example.com,8558303274,West Bengal,SKU8567354,6.82E+12,2299,2299,2999,700,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH27,LFW341019457,ElasticRun SDD,7750200456,,,pay_AXADPMGDYTCS,,,TSID341019457,AXLFW5546030176,9.27E+14,3/19/2026 9:17,3/19/2026 12:04,3/21/2026 19:19,3/19/2026 12:46,114.95,114.95,,NO,AXI00500641-380921329-1,Custom,Custom,,,,,,,NO,,,,App,3/20/2026,Website,AXI00500641380921329,AXI00500641380921329,3/19/2026 9:17,3/19/2026,09:17:38,3/19/2026 12:04,Marketplace,12:04:28,3/19/2026 12:46,3/19/2026,12:46:41,3/20/2026 9:29,3/20/2026,09:29:51,3/19/2026,3/20/2026,3/19/2026 12:46,3/19/2026,12:46:41,3/20/2026 9:29,3/20/2026,09:29:51,2.78,0.704,20.719,24.204,D0,D0,D0,D1,2.78,0.704,20.719,24.204,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Bengaluru-Kolkata,z_b,1.3,3/20/2026,1,7750200456,3/19/2026 11:59,WMS,ElasticRun SDD,,,,,,,
AX,AX50000642,AXI00500642,,AXI00500642,2/19/2026 0:06,2/19/2026,COD,Cancelled,cancelled,delivered,delivered,Pickup pending,Customer Request,Changed mind,Hyderabad,500001,user96680@example.com,7288223874,Telangana,Hyderabad,500001,user96680@example.com,7288223874,Telangana,SKU7999097,6.23E+12,2999,2999,3499,500,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH51,LFW109019228,ElasticRun SDD,8727759957,,,pay_AXQWYEAHRAVN,,,TSID109019228,AXLFW4049148840,9.33E+14,2/19/2026 0:06,2/19/2026 3:27,2/20/2026 9:09,2/19/2026 4:24,149.95,149.95,,NO,AXI00500642-358866424-1,Custom,Custom,,,,,,,NO,,,,App,2/19/2026,Website,AXI00500642358866424,AXI00500642358866424,2/19/2026 0:06,2/19/2026,00:06:06,2/19/2026 3:27,Web,03:27:58,2/19/2026 4:24,2/19/2026,04:24:02,2/19/2026 17:07,2/19/2026,17:07:29,2/19/2026,2/19/2026,2/19/2026 4:24,2/19/2026,04:24:02,2/19/2026 17:07,2/19/2026,17:07:29,3.364,0.934,12.724,17.023,D0,D0,D0,D0,3.364,0.934,12.724,17.023,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Bengaluru-Hyderabad,z_b,1.6,2/21/2026,1.4,8727759957,2/19/2026 3:22,WMS,ElasticRun SDD,,,,,,,
ZP,ZP50000643,ZPI00500643,,ZPI00500643,1/26/2026 21:07,1/26/2026,Prepaid,Partially Shipped,processing,in transit,cancelled,Pickup pending,,,Pune,411001,user64336@example.com,8939727212,Maharashtra,Pune,411001,user64336@example.com,8939727212,Maharashtra,SKU3744403,6.84E+12,999,999,1499,500,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH32,LFW615569354,Delhivery,7943572932,,,pay_ZPUWGVXDVGEW,,,TSID615569354,ZPLFW9906206141,9.33E+14,1/26/2026 21:07,1/27/2026 1:01,1/28/2026 1:37,1/27/2026 3:42,49.95,49.95,,NO,ZPI00500643-676915053-1,WooCommerce,Custom,,,,,,,NO,,,,App,1/29/2026,Website,ZPI00500643676915053,ZPI00500643676915053,1/26/2026 21:07,1/26/2026,21:07:30,1/27/2026 1:01,Web,01:01:41,1/27/2026 3:42,1/27/2026,03:42:53,1/29/2026 10:19,1/29/2026,10:19:30,1/27/2026,1/29/2026,1/27/2026 3:42,1/27/2026,03:42:53,1/29/2026 10:19,1/29/2026,10:19:30,3.903,2.687,54.61,61.2,D0,D0,D2,D2,3.903,2.687,54.61,61.2,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Pune,z_b,1.9,1/30/2026,1.7,7943572932,1/27/2026 0:56,WMS,Delhivery,,,,,,,
NB,NB50000644,NBI00500644,,NBI00500644,3/22/2026 7:52,3/22/2026,Prepaid,Partially Shipped,processing,pending,in transit,Pickup pending,,,Surat,395001,user34865@example.com,9881506278,Gujarat,Surat,395001,user34865@example.com,9881506278,Gujarat,SKU7758002,6.50E+12,4999,4999,4999,0,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,STORE,MBWH62,LFW481758182,Ekart,9900241585,,,pay_NBYMDSUKVIWS,,,TSID481758182,NBLFW4062492186,9.51E+14,3/22/2026 7:52,3/22/2026 11:18,3/23/2026 10:29,3/22/2026 13:53,249.95,249.95,,NO,NBI00500644-369381778-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,3/24/2026,Website,NBI00500644369381778,NBI00500644369381778,3/22/2026 7:52,3/22/2026,07:52:22,3/22/2026 11:18,Web,11:18:46,3/22/2026 13:53,3/22/2026,13:53:01,3/24/2026 21:46,3/24/2026,21:46:42,3/22/2026,3/24/2026,3/22/2026 13:53,3/22/2026,13:53:01,3/24/2026 21:46,3/24/2026,21:46:42,3.44,2.571,55.895,61.906,D0,D0,D2,D2,3.44,2.571,55.895,61.906,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Surat,z_b,1.1,3/25/2026,0.7,9900241585,3/22/2026 11:13,WMS,Ekart,,,,,,,
AX,AX50000645,AXI00500645,,AXI00500645,2/28/2026 11:02,2/28/2026,COD,Shipped,shipped complete,pickup scheduled,delivered,Pickup pending,,,Pune,411001,user30701@example.com,7048990785,Maharashtra,Pune,411001,user30701@example.com,7048990785,Maharashtra,SKU4988165,6.60E+12,4499,4499,4999,500,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH63,LFW899738261,BlueDart,8388473109,,,pay_AXQPRBOEAVEA,,,TSID899738261,AXLFW1805341148,9.40E+14,2/28/2026 11:02,2/28/2026 14:28,03-02-2026 21:41,2/28/2026 15:59,224.95,224.95,,NO,AXI00500645-650658954-1,Shopify,Custom,,,,,,,NO,,,,Web,03-02-2026,Website,AXI00500645650658954,AXI00500645650658954,2/28/2026 11:02,2/28/2026,11:02:45,2/28/2026 14:28,Web,14:28:20,2/28/2026 15:59,2/28/2026,15:59:43,03-02-2026 03:42,03-02-2026,03:42:02,2/28/2026,03-02-2026,2/28/2026 15:59,2/28/2026,15:59:43,03-02-2026 03:42,03-02-2026,03:42:02,3.426,1.523,35.705,40.655,D0,D0,D1,D1,3.426,1.523,35.705,40.655,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Pune,z_b,2,03-01-2026,1.9,8388473109,2/28/2026 14:23,WMS,BlueDart,,,,,,,
ZP,ZP50000646,ZPI00500646,,ZPI00500646,2/24/2026 9:06,2/24/2026,Prepaid,Cancelled,cancelled,in transit,cancelled,Pickup pending,Customer Request,Changed mind,Surat,395001,user17619@example.com,7690750960,Gujarat,Surat,395001,user17619@example.com,7690750960,Gujarat,SKU4344388,6.49E+12,2199,2199,2499,300,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH35,LFW722024236,XpressBees,3751352041,,,pay_ZPKINRURPXHW,,,TSID722024236,ZPLFW5305749224,9.66E+14,2/24/2026 9:06,2/24/2026 11:32,2/27/2026 6:25,2/24/2026 14:29,109.95,109.95,,NO,ZPI00500646-109581613-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,2/26/2026,Website,ZPI00500646109581613,ZPI00500646109581613,2/24/2026 9:06,2/24/2026,09:06:30,2/24/2026 11:32,Marketplace,11:32:19,2/24/2026 14:29,2/24/2026,14:29:05,2/26/2026 5:03,2/26/2026,05:03:26,2/24/2026,2/26/2026,2/24/2026 14:29,2/24/2026,14:29:05,2/26/2026 5:03,2/26/2026,05:03:26,2.43,2.946,38.573,43.949,D0,D0,D1,D1,2.43,2.946,38.573,43.949,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Surat,z_b,2.1,2/25/2026,1.9,3751352041,2/24/2026 11:27,WMS,XpressBees,,,,,,,
AX,AX50000647,AXI00500647,,AXI00500647,1/13/2026 3:08,1/13/2026,Prepaid,Delivered,shipped complete,pending,pickup pending,Pickup pending,Customer Request,Changed mind,Hyderabad,500001,user75249@example.com,7290698687,Telangana,Hyderabad,500001,user75249@example.com,7290698687,Telangana,SKU6305569,6.86E+12,4999,4999,4999,0,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH66,LFW993334747,BlueDart,2658310018,,,pay_AXYSHSUBRTID,,,TSID993334747,AXLFW8677089628,9.00E+14,1/13/2026 3:08,1/13/2026 5:54,1/14/2026 23:16,1/13/2026 6:51,249.95,249.95,,NO,AXI00500647-825951726-1,Shopify,Custom,,,,,,,NO,,,,Web,1/15/2026,Website,AXI00500647825951726,AXI00500647825951726,1/13/2026 3:08,1/13/2026,03:08:30,1/13/2026 5:54,Marketplace,05:54:40,1/13/2026 6:51,1/13/2026,06:51:05,1/15/2026 21:11,1/15/2026,21:11:55,1/13/2026,1/15/2026,1/13/2026 6:51,1/13/2026,06:51:05,1/15/2026 21:11,1/15/2026,21:11:55,2.769,0.94,62.347,66.057,D0,D0,D2,D2,2.769,0.94,62.347,66.057,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Hyderabad,z_b,1.7,1/17/2026,1.2,2658310018,1/13/2026 5:49,WMS,BlueDart,,,,,,,
ZP,ZP50000648,ZPI00500648,,ZPI00500648,1/19/2026 2:30,1/19/2026,Prepaid,Shipped,shipped complete,pickup scheduled,in transit,Pickup pending,,,Hyderabad,500001,user79960@example.com,8980561892,Telangana,Hyderabad,500001,user79960@example.com,8980561892,Telangana,SKU5246633,6.87E+12,1699,1699,1999,300,3,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH81,LFW720433255,Ekart,4212588748,,,pay_ZPMFXQSKCGYJ,,,TSID720433255,ZPLFW2261890865,9.94E+14,1/19/2026 2:30,1/19/2026 6:23,1/21/2026 10:12,1/19/2026 7:45,84.95,84.95,,NO,ZPI00500648-395506657-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,1/20/2026,Website,ZPI00500648395506657,ZPI00500648395506657,1/19/2026 2:30,1/19/2026,02:30:42,1/19/2026 6:23,Marketplace,06:23:20,1/19/2026 7:45,1/19/2026,07:45:51,1/20/2026 3:18,1/20/2026,03:18:55,1/19/2026,1/20/2026,1/19/2026 7:45,1/19/2026,07:45:51,1/20/2026 3:18,1/20/2026,03:18:55,3.877,1.375,19.551,24.804,D0,D0,D0,D1,3.877,1.375,19.551,24.804,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Delhi-Hyderabad,z_b,1.8,1/21/2026,1.3,4212588748,1/19/2026 6:18,WMS,Ekart,,,,,,,
AX,AX50000649,AXI00500649,,AXI00500649,1/25/2026 0:29,1/25/2026,COD,Cancelled,delivered,delivered,pickup pending,Pickup pending,,,Chennai,600001,user11698@example.com,8623804341,Tamil Nadu,Chennai,600001,user11698@example.com,8623804341,Tamil Nadu,SKU4431419,6.69E+12,4499,4499,4499,0,1,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH85,LFW449721948,ElasticRun SDD,9932865572,,,pay_AXHBEQOKZOIB,,,TSID449721948,AXLFW1503454984,9.31E+14,1/25/2026 0:29,1/25/2026 1:47,1/27/2026 9:38,1/25/2026 2:46,224.95,224.95,,NO,AXI00500649-621259005-1,WooCommerce,Custom,,,,,,,NO,,,,Web,1/26/2026,Website,AXI00500649621259005,AXI00500649621259005,1/25/2026 0:29,1/25/2026,00:29:27,1/25/2026 1:47,Marketplace,01:47:26,1/25/2026 2:46,1/25/2026,02:46:55,1/26/2026 5:06,1/26/2026,05:06:40,1/25/2026,1/26/2026,1/25/2026 2:46,1/25/2026,02:46:55,1/26/2026 5:06,1/26/2026,05:06:40,1.3,0.991,26.329,28.62,D0,D0,D1,D1,1.3,0.991,26.329,28.62,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Chennai,z_b,1.4,1/29/2026,1.4,9932865572,1/25/2026 1:42,WMS,ElasticRun SDD,,,,,,,
RK,RK50000650,RKI00500650,,RKI00500650,03-09-2026 11:05,03-09-2026,Prepaid,Cancelled,cancelled,in transit,cancelled,Pickup pending,,,Ahmedabad,380001,user14859@example.com,9787474205,Gujarat,Ahmedabad,380001,user14859@example.com,9787474205,Gujarat,SKU3935465,6.35E+12,2999,2999,3499,500,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH93,LFW900045712,BlueDart,9996859998,,,pay_RKDKXNPHZHRL,,,TSID900045712,RKLFW6622863489,9.38E+14,03-09-2026 11:05,03-09-2026 13:52,03-11-2026 15:45,03-09-2026 15:58,149.95,149.95,,NO,RKI00500650-810837668-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,03-10-2026,Website,RKI00500650810837668,RKI00500650810837668,03-09-2026 11:05,03-09-2026,11:05:24,03-09-2026 13:52,Marketplace,13:52:26,03-09-2026 15:58,03-09-2026,15:58:56,03-10-2026 19:57,03-10-2026,19:57:35,03-09-2026,03-10-2026,03-09-2026 15:58,03-09-2026,15:58:56,03-10-2026 19:57,03-10-2026,19:57:35,2.784,2.109,27.977,32.87,D0,D0,D1,D1,2.784,2.109,27.977,32.87,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Ahmedabad,z_b,1.4,3/13/2026,1,9996859998,03-09-2026 13:47,WMS,BlueDart,,,,,,,
